number of bedrooms,number of bathrooms,living area,lot area,number of floors,grade of the house,Area of the house(excluding basement),Area of the basement,Built Year,Postal Code,Lattitude,Longitude,living_area_renov,Price
3,1.75,1020,5000,1,6,1020,0,1954,122051,52.7632,-114.48,1360,285000
2,1,1000,10320,1,6,1000,0,1943,122034,52.757,-114.546,1100,270000
3,2.5,1870,5000,2,7,1870,0,2009,122035,52.5639,-114.245,2170,270000
4,2.5,1820,5000,2,7,1820,0,2004,122065,52.5853,-114.386,2120,265000
3,1.5,1300,7885,1,7,1300,0,1968,122042,52.6856,-114.399,1840,263000
3,2,1610,14046,2,7,1610,0,1933,122058,53.0004,-114.454,2410,259000
3,2.25,1730,9516,1,8,1180,550,1978,122065,52.6123,-114.356,1870,257000
3,1.5,1490,6604,1,6,1490,0,1918,122031,52.6983,-114.541,1330,255000
3,1.5,1180,7384,1,7,1180,0,1959,122066,52.6138,-114.477,1150,250200
3,2.5,1650,2802,2,7,1650,0,2004,122042,52.6628,-114.386,1490,250000
2,2,1360,3300,2,6,1360,0,2004,122024,52.5789,-114.212,1310,222000
4,1.5,1430,8775,1,7,1030,400,1979,122018,52.5334,-114.573,1390,215000
2,1,1000,4500,1,6,1000,0,1916,122042,52.7196,-114.394,980,207100
4,1,1220,11730,1,7,1220,0,1960,122039,52.5529,-114.473,1270,199000
3,1,1010,9920,1,6,1010,0,1977,122035,52.5538,-114.33,1270,179900
2,1,670,5000,1,6,670,0,1948,122034,52.7543,-114.548,1480,107000
3,1.5,910,5120,1,6,910,0,1973,122034,52.7538,-114.546,1410,107000
4,3.5,4860,23885,2,12,4860,0,1996,122071,52.8472,-114.42,3580,2950000
4,2.25,2920,20400,1,11,2920,0,1966,122048,52.8537,-114.418,3080,1650000
4,2.5,4070,7800,3,8,3390,680,2002,122006,52.9138,-114.517,2020,1400000
4,3.5,4190,15724,2,11,4190,0,1994,122012,52.7818,-114.286,3300,1160000
3,1.75,2170,12220,1,8,2170,0,1965,122010,52.8837,-114.385,1980,907000
3,2,2870,6360,1.5,8,1790,1080,1946,122006,52.9113,-114.465,2310,810000
3,2.5,2760,9471,1,8,1760,1000,1956,122006,52.906,-114.462,3040,800000
6,2.5,3250,12000,1,8,1800,1450,1966,122006,52.9235,-114.47,3490,779000
4,2.75,3630,15405,1,8,1850,1780,1968,122057,52.796,-114.415,3380,769000
3,2.5,2270,9822,2,9,2270,0,1988,122005,52.8985,-114.327,2790,766000
4,2.5,2460,4425,2,8,2460,0,2006,122005,52.9348,-114.299,2990,693000
5,2.25,2120,4000,1.5,7,1720,400,1910,122061,52.874,-114.543,1960,682000
5,3,4180,8561,2,7,4180,0,2003,122045,52.9133,-114.23,3425,673200
4,2.5,2470,77550,1,7,2470,0,1987,122020,52.8188,-114.201,2490,635000
3,1.75,2170,153767,1,7,2170,0,1976,122035,52.5994,-114.255,2840,585000
3,3,1850,12556,2,9,1850,0,1976,122019,52.8586,-114.243,2390,565000
2,2,1370,1878,3,8,1370,0,2004,122026,52.9021,-114.577,1280,548000
4,2.5,2080,8504,2,8,2080,0,1991,122011,52.8003,-114.188,2000,545000
4,2.75,2790,6685,2,8,2790,0,2014,122025,52.7138,-113.963,2790,533380
4,2.5,2770,21806,2,9,2770,0,1991,122025,52.7115,-113.958,2500,533300
3,1.5,1580,3172,1,8,900,680,1946,122007,52.9096,-114.583,1580,524500
3,1.75,1690,53578,1,8,1690,0,1984,122045,52.8846,-114.239,2290,509900
2,1,1020,5000,1,7,1020,0,1916,122007,52.9081,-114.553,1480,505000
3,1,1160,4360,1,8,1160,0,1929,122004,52.9018,-114.481,1810,501000
3,1.75,2110,10454,1,8,1440,670,1978,122058,52.9644,-114.436,1990,483000
3,1.5,2100,67269,1,7,1220,880,1949,122058,52.9892,-114.42,1610,480000
2,1,870,7975,1,7,870,0,1946,122026,52.8998,-114.551,1080,475000
4,2.5,3361,5038,2,9,3361,0,2014,122023,52.5569,-114.355,2316,471275
2,2.25,1210,1267,2,8,1120,90,2010,122007,52.9083,-114.566,1360,461100
2,1,1220,6000,1,6,880,340,1938,122051,52.7947,-114.46,1220,452000
3,1,1200,4000,1.5,6,1200,0,1923,122054,52.8181,-114.489,1390,438000
3,2,1520,11067,1,7,1140,380,1983,122019,52.8626,-114.223,1280,434900
3,2.25,1700,7650,1,7,1340,360,1975,122033,52.9514,-114.356,1980,419000
4,2.25,2240,12650,1,8,1730,510,1981,122015,52.7077,-114.332,2150,415000
3,1.5,1860,9003,1,7,1490,370,1955,122058,52.9924,-114.45,2090,415000
3,2.5,1890,6500,2,7,1890,0,2012,122019,52.8525,-114.248,2340,409000
4,2.5,2030,9095,1,7,1130,900,1972,122033,52.9621,-114.375,1940,405000
3,2.5,1520,3425,2,7,1520,0,1986,122005,52.9101,-114.351,1640,402000
4,2.5,2398,5988,2,8,2398,0,2008,122042,52.682,-114.394,2370,400000
3,1.75,1920,8775,1,7,1920,0,1953,122031,52.6844,-114.541,1560,380000
3,2,1860,9100,1.5,8,1860,0,1939,122014,52.9822,-114.494,1620,370000
3,2.25,1445,1028,2,7,1300,145,2005,122012,52.7639,-114.257,1445,366000
2,1,990,8250,1,7,990,0,1955,122038,52.9552,-114.521,1080,365000
3,1.75,1410,9150,1,7,1410,0,1959,122027,52.7983,-114.368,1800,365000
5,2.5,2990,7292,2,8,2990,0,1990,122035,52.5904,-114.281,2150,339950
3,1.75,1560,7500,1,8,1560,0,1966,122053,52.719,-114.37,1600,306000
4,2.5,2340,52272,2,8,2340,0,1978,122035,52.5768,-114.281,2480,290000
3,1.75,1490,8000,1,8,1490,0,1978,122065,52.6117,-114.356,1740,275000
3,2.25,1830,7651,2,8,1830,0,1986,122023,52.4942,-114.409,2160,273000
3,1.5,1370,10115,1,7,1370,0,1957,122068,52.4327,-114.19,1450,264950
3,2,2710,5000,2,6,2710,0,1951,122064,52.7488,-114.563,850,260000
3,1.75,1670,8511,1,7,1340,330,1985,122039,52.5557,-114.466,1580,260000
3,1.75,1540,8885,1,7,1440,100,1980,122067,52.6331,-114.391,1540,244000
1,1,530,6350,1,5,530,0,1941,122028,52.9246,-114.547,1200,238000
3,1,1030,7800,1,7,1030,0,1954,122056,52.703,-114.514,1630,229000
4,1.75,1630,8000,1,7,1630,0,1959,122067,52.6248,-114.391,1630,215000
3,1.75,1260,10488,1,7,1110,150,1952,122034,52.7717,-114.547,1540,194000
3,1,1040,4480,1,7,870,170,1924,122061,52.8761,-114.546,1730,642000
5,3.25,4100,7578,2,10,4100,0,2011,122020,52.8255,-114.164,3710,890000
5,1.75,1320,38125,1,7,1120,200,1947,122043,52.6237,-114.513,2360,380000
4,2.5,1950,8628,2,8,1950,0,1994,122024,52.6117,-114.225,2210,348450
3,2,3010,5000,2,9,1890,1120,1931,122032,52.8647,-114.586,2688,1100000
3,2.25,2580,11060,1,8,2580,0,1964,122049,52.8413,-114.354,2580,898000
4,2.5,1840,4011,2,9,1840,0,2005,122005,52.8962,-114.273,2120,583000
3,2.25,1780,9969,1,8,1450,330,1985,122033,52.9586,-114.358,1950,450000
3,1.5,1050,4590,1,7,850,200,1949,122006,52.9243,-114.48,1770,438924
3,2.25,1740,9370,1,7,1390,350,1992,122043,52.621,-114.506,1740,289950
4,3.25,3890,25470,2,10,3030,860,1923,122004,52.8908,-114.459,4140,2950000
4,5,5810,7440,2,10,3790,2020,2004,122010,52.9178,-114.402,3010,1880000
4,3.75,4410,9231,3,11,4410,0,2001,122051,52.7727,-114.455,2160,1440000
4,2,2850,14810,2,8,2490,360,1954,122048,52.8192,-114.393,2430,993000
3,1.5,1250,8710,1,7,1250,0,1953,122048,52.8545,-114.388,1750,888000
4,2.25,2410,4000,2,8,1650,760,1910,122006,52.9027,-114.506,1820,883000
4,2,2380,10800,2,8,2380,0,1925,122051,52.7982,-114.465,2112,855000
4,3.25,4110,14219,2,10,2570,1540,1979,122058,52.9682,-114.454,2760,825000
4,3.5,3290,8059,2,9,3290,0,2012,122011,52.7873,-114.21,3290,801000
3,3.5,3190,10223,2,10,2560,630,1994,122005,52.9268,-114.292,3120,795000
2,2.5,2390,6928,2,8,1810,580,1949,122052,52.7401,-114.581,2390,787500
5,2.75,3890,9130,2,9,3890,0,2004,122008,52.7707,-114.05,3450,772500
3,1,1640,6516,1.5,7,1440,200,1935,122028,52.8993,-114.529,1770,750000
3,1.75,1590,8285,1,8,1590,0,1956,122048,52.8155,-114.384,1970,750000
4,2.75,2490,3840,1.5,7,1610,880,1922,122028,52.8851,-114.534,1420,749500
5,3.5,2790,16952,2,10,1970,820,1991,122031,52.6684,-114.537,2980,738000
4,2.5,3290,5951,2,9,3290,0,2003,122020,52.8299,-114.166,3240,728000
3,2.5,2980,16996,2,10,2980,0,1992,122020,52.825,-114.206,2980,725000
3,2,1880,3000,1,8,1040,840,1931,122061,52.8718,-114.541,1790,710000
3,1,1750,5355,2,7,1750,0,1929,122006,52.9092,-114.5,2240,707900
4,3.5,3150,6175,2,9,3150,0,2001,122020,52.8266,-114.207,3150,700000
4,3,3150,6175,2,9,3150,0,2001,122020,52.8268,-114.207,3150,680000
4,3,2900,15535,1,7,1870,1030,1961,122029,52.842,-114.309,2330,650000
4,2.25,2720,18295,1,8,2000,720,1979,122020,52.8151,-114.263,2720,645000
3,2.5,1770,3744,1.5,7,1270,500,1929,122007,52.9107,-114.554,1400,643002
3,2.25,2680,175982,1,9,2680,0,2004,122024,52.6787,-114.223,3170,635000
3,3.5,1730,1349,3,9,1350,380,2009,122013,52.8524,-114.516,1830,635000
4,2.75,2090,8400,1,8,1240,850,1976,122005,52.9172,-114.313,2340,610000
4,2.5,2430,11870,1,8,1590,840,1968,122014,53.0061,-114.475,2430,605000
3,1.5,1680,13751,1,7,1680,0,1951,122057,52.8016,-114.417,1760,572000
3,1.5,1980,10203,1,7,1680,300,1946,122062,52.5702,-114.236,1980,570000
3,2.5,2030,217805,1,9,2030,0,1999,122069,52.6242,-114.705,1870,565000
5,1,1690,3240,1.5,7,1690,0,1914,122006,52.9046,-114.515,1230,544500
3,2.5,2830,9972,2,9,2830,0,2006,122055,52.9682,-114.165,3557,539000
4,3,2240,5580,2,7,1830,410,1949,122051,52.7898,-114.46,1530,530000
4,2.5,2280,14810,1,8,1500,780,1977,122053,52.7692,-114.376,2690,515000
2,1,930,3750,1,7,930,0,1909,122006,52.9033,-114.486,1740,500000
3,1,1020,6120,1,7,1020,0,1941,122006,52.9087,-114.475,2370,485000
3,1,960,3600,1,7,960,0,1906,122007,52.9058,-114.559,1580,477000
3,1.5,2480,5280,1.5,7,1620,860,1947,122059,52.7875,-114.493,2090,475000
3,1,1140,4600,1,7,1140,0,1942,122028,52.9197,-114.527,1370,460000
3,1.75,1550,7270,1.5,7,1550,0,1953,122022,52.95,-114.507,1050,453500
3,1,1270,8800,1,7,1270,0,1968,122005,52.9003,-114.34,1560,447000
3,2.25,1800,7371,1,7,1280,520,1979,122021,52.9884,-114.335,1960,425000
3,1.75,1770,6000,1,7,1130,640,1952,122022,52.9435,-114.505,1900,420000
4,2.5,2890,6322,2,8,2890,0,2011,122024,52.5794,-114.234,2380,416000
3,2.5,1553,1991,3,8,1553,0,2014,122038,52.9349,-114.53,1509,412000
3,2.5,1830,3200,2,8,1830,0,1999,122019,52.8322,-114.211,1830,410000
4,3,2430,7163,2,8,2430,0,2003,122024,52.5858,-114.203,2430,409950
3,2.25,1790,7125,1,7,1220,570,1974,122033,52.9484,-114.416,2040,392000
2,1,840,5400,1,7,840,0,1948,122051,52.7789,-114.461,1340,389100
3,2.25,1630,1598,3,8,1630,0,2008,122028,52.9204,-114.537,1320,385000
3,1,1540,7740,1,7,1540,0,1909,122064,52.752,-114.565,1220,384950
3,2.25,1600,39848,1,8,1600,0,1958,122068,52.4291,-114.203,1600,380000
3,2.5,1330,1064,3,8,1330,0,2004,122007,52.9135,-114.577,1330,375000
3,3.25,1410,1442,3,8,1360,50,2006,122022,52.9483,-114.507,1500,358000
4,1,1430,8400,1,6,730,700,1969,122021,52.9717,-114.362,1310,351000
4,3,3380,16133,1,8,2330,1050,1959,122051,52.7801,-114.451,2500,350000
4,2.25,2700,8580,2,8,2700,0,1992,122068,52.4387,-114.199,2420,338150
5,3,1980,3868,1,7,1220,760,1990,122051,52.7473,-114.465,1970,333800
2,1,800,4533,1,6,600,200,1929,122006,52.9279,-114.515,1720,330000
5,1,1740,27350,1,5,1740,0,1958,122015,52.7109,-114.343,2760,320000
3,1.75,1600,14250,1,7,1070,530,1979,122018,52.5572,-114.545,2140,316500
3,2.5,1320,2614,2,7,1320,0,2005,122051,52.7655,-114.473,1320,300000
3,2,1310,169448,1,7,1310,0,1962,122033,52.9596,-114.431,1310,300000
4,2.5,1780,3600,2,7,1780,0,2006,122024,52.5965,-114.207,2020,296000
3,2.5,1860,5025,2,8,1860,0,2010,122024,52.5857,-114.249,2000,294900
4,1.75,1440,6720,1,6,720,720,1954,122031,52.6871,-114.535,1820,285000
4,2.75,2170,9658,1.5,7,2170,0,1966,122065,52.6041,-114.379,1490,275436
3,1.75,1710,7210,1,7,1240,470,1974,122067,52.6394,-114.365,1840,273148
3,1.5,1610,8375,2,7,1610,0,1927,122014,52.9827,-114.496,1610,270000
3,2.5,1480,9743,2,7,1480,0,1996,122062,52.5593,-114.191,1810,269950
2,1,770,8612,1,6,770,0,1953,122014,52.9847,-114.513,1290,269000
2,1,750,8125,1,6,750,0,1943,122042,52.7027,-114.388,1340,261000
3,3,1990,9600,1,7,1440,550,1988,122040,52.5799,-114.486,1670,245000
4,1,1610,24000,1.5,6,1610,0,1947,122039,52.5051,-114.442,1270,235000
3,1,1120,7500,1,7,1120,0,1965,122052,52.7412,-114.549,1120,230000
3,2.5,1520,2550,2,7,1520,0,2005,122059,52.7545,-114.52,1460,207000
4,1,1220,7980,1.5,6,1220,0,1944,122063,52.7224,-114.427,1210,165000
3,1,840,8400,1,6,840,0,1959,122018,52.5577,-114.533,840,105000
4,2.25,4370,22863,2.5,10,3670,700,1907,122010,52.9178,-114.405,2980,2350000
4,3.25,5370,20388,2,11,5370,0,1990,122043,52.635,-114.521,2770,1350000
4,3.25,4330,26162,2,11,4330,0,1997,122019,52.8309,-114.201,5110,1210000
4,2.5,3370,10602,2,10,3370,0,1999,122030,52.8891,-114.337,2950,1140000
4,2.5,3030,6820,2,9,2530,500,1947,122004,52.8995,-114.456,2070,998000
5,2.75,3170,7062,2,9,3170,0,2014,122019,52.8237,-114.251,3210,919950
3,2.5,2230,7200,3,9,2230,0,1996,122051,52.788,-114.455,2230,836500
4,2.5,3320,52707,2,10,3320,0,1999,122019,52.8547,-114.206,3040,813000
4,3,2530,4560,1.5,7,1540,990,1925,122047,52.8587,-114.49,1640,785950
3,1.75,1990,5600,1,8,1330,660,1941,122032,52.88,-114.605,2630,779000
3,2.25,2180,4200,1.5,8,1520,660,1939,122047,52.8712,-114.492,1850,727000
4,2.5,2970,29163,2,9,2970,0,1993,122045,52.9017,-114.215,3100,715000
4,2.75,2710,41811,1.5,8,1690,1020,1995,122020,52.8136,-114.236,2110,710000
4,3,3150,9318,2,9,3150,0,2001,122020,52.8259,-114.208,3150,705000
3,1.75,2600,7668,1,8,1300,1300,1968,122062,52.5702,-114.236,1980,700000
5,3.25,3940,9780,2,9,3940,0,2007,122008,52.7735,-114.078,3550,695000
3,1.75,1600,4400,1,7,1030,570,1941,122047,52.8648,-114.471,2150,690000
4,3.5,3770,47480,2,9,3770,0,2003,122062,52.5852,-114.18,3380,665000
3,2.5,2330,15536,1,10,2330,0,1996,122019,52.885,-114.277,3320,665000
3,1.75,1458,858,2,8,950,508,2014,122054,52.822,-114.483,1458,620000
3,2.5,1980,3128,2,8,1890,90,2009,122012,52.7756,-114.206,2160,615000
3,2.5,2010,3667,2,9,2010,0,2008,122012,52.775,-114.205,2350,605000
3,2.25,2100,5562,2,8,2100,0,1979,122029,52.8368,-114.302,2420,600000
2,1.75,2470,5562,1,7,1140,1330,1916,122064,52.7899,-114.568,1790,597000
4,2.5,1690,4080,1.5,7,1140,550,1912,122007,52.9125,-114.569,1600,591500
3,2.5,2940,4799,1,9,1710,1230,1996,122010,52.8981,-114.374,2540,589000
3,2.5,2250,4337,2,8,2250,0,2004,122020,52.8208,-114.207,2250,589000
4,2.5,3110,6479,2,9,3110,0,2005,122008,52.7708,-114.051,3110,585000
3,1.75,1740,5500,1,7,970,770,1953,122009,52.807,-114.585,1740,577000
2,1,1220,5040,1,7,1220,0,1961,122007,52.9257,-114.554,1420,555950
2,1,1510,11165,1.5,7,1510,0,1921,122038,52.9512,-114.521,2210,549000
3,2.5,1280,1845,3,8,1280,0,2009,122004,52.892,-114.514,1450,545000
3,2.5,2520,5000,3,9,2520,0,1990,122034,52.7964,-114.549,1130,540000
2,1.25,1230,1569,2,9,1050,180,2009,122047,52.8493,-114.494,1100,540000
3,2,2350,209088,1,7,2350,0,1993,122041,52.8827,-114.139,2300,539000
2,2,1510,5133,1.5,7,1510,0,1939,122032,52.8715,-114.591,1470,535000
2,2.5,1900,2983,2,8,1900,0,2006,122045,52.9329,-114.205,1510,530000
2,2.25,1430,1210,2,8,1340,90,2005,122006,52.9065,-114.491,1430,522500
4,2.5,2160,9750,2,8,2160,0,1983,122058,52.9738,-114.436,2840,518000
3,2.25,2260,54014,1,7,1450,810,1962,122021,52.9957,-114.321,2140,514000
3,1.5,1360,11250,1,7,1360,0,1955,122027,52.7997,-114.367,1440,499950
3,3,2060,1850,2,8,1400,660,2007,122003,52.8843,-114.563,1910,497000
2,1.5,1920,6250,1,7,1060,860,1937,122032,52.8797,-114.583,2070,495000
2,2.25,1290,1137,3,8,1290,0,2007,122026,52.9018,-114.572,1290,481000
3,2.5,2270,4488,2,7,2270,0,1999,122008,52.7629,-114.069,2360,480000
4,1.5,1380,7800,1,7,1080,300,1928,122022,52.9393,-114.496,1770,477000
4,1,1420,6000,1.5,7,1420,0,1950,122006,52.9144,-114.492,1420,475000
3,1.5,1480,13457,1,7,1480,0,1959,122030,52.8214,-114.326,2100,475000
3,2.25,1420,990,3,8,1420,0,2008,122028,52.9101,-114.538,1350,467000
3,2.25,2080,50965,1,8,1590,490,1979,122037,52.9806,-114.253,2270,460000
3,2.5,1690,3827,2,7,1690,0,2005,122045,52.9068,-114.219,1690,449000
3,2.5,2360,4670,2,7,2360,0,1998,122008,52.767,-114.061,2420,441500
4,1.5,1510,6460,1,7,1070,440,1970,122033,52.9421,-114.404,1450,435000
3,1,1550,4160,1.5,6,1550,0,1926,122051,52.7687,-114.455,1590,425000
2,1,930,5368,1,7,930,0,1953,122006,52.9252,-114.465,1770,420000
2,1,880,3200,1,7,880,0,1910,122032,52.8875,-114.592,1880,415000
3,2.5,3040,6054,2,9,3040,0,2005,122035,52.5808,-114.353,2650,410000
2,1,810,7440,1,6,810,0,1948,122038,52.9646,-114.542,830,408000
5,2,2740,8230,1.5,7,2210,530,1962,122014,52.9652,-114.487,2130,407500
3,2.25,1430,1448,3,8,1430,0,2005,122028,52.9216,-114.531,1430,407000
3,2.25,1180,14258,2,7,1180,0,1987,122033,52.9412,-114.428,1860,400000
3,1,1000,6947,1,7,1000,0,1947,122022,52.9442,-114.509,1000,390000
3,2.25,1450,4667,2,7,1450,0,2009,122058,52.9911,-114.423,1490,382000
3,3.25,1450,1468,2,8,1100,350,2009,122064,52.7964,-114.56,1450,380000
2,1,1010,4050,1,7,1010,0,1950,122009,52.8138,-114.572,2310,375000
4,2.5,2340,13445,2,8,2340,0,1990,122035,52.604,-114.315,2340,360000
3,2.5,1870,3584,2,8,1870,0,2003,122046,52.6821,-114.311,1900,345000
3,2.5,1620,5992,2,7,1620,0,2001,122055,52.966,-114.155,1620,345000
4,2.25,2530,24700,2,7,2530,0,1974,122067,52.6239,-114.367,2650,340000
2,1,720,7250,1,5,720,0,1943,122012,52.7567,-114.222,1760,330000
3,2.25,2020,8379,2,7,2020,0,1994,122024,52.6128,-114.213,2020,328000
4,2.25,1800,4500,2,8,1800,0,2004,122067,52.624,-114.373,2010,321000
3,2.25,1410,8909,2,7,1410,0,1988,122043,52.6283,-114.5,2050,318000
6,3.5,2120,5840,2,7,2120,0,1979,122042,52.7088,-114.417,1860,317000
1,1,570,6000,1,5,570,0,1918,122016,52.7817,-114.575,1530,310000
3,2.25,2110,7350,1,8,1530,580,1980,122018,52.5388,-114.531,2640,298700
3,1.75,1360,10742,1,7,960,400,1971,122046,52.6651,-114.363,1830,296000
3,1.75,1590,41550,1.5,6,1290,300,1933,122056,52.7117,-114.47,2990,295500
4,3,1730,7264,2,6,1730,0,1920,122056,52.7038,-114.454,1500,265000
4,2,2300,8400,1,6,1150,1150,1962,122040,52.5582,-114.522,1230,258750
3,2.5,1730,6930,2,8,1730,0,1994,122040,52.4921,-114.498,1780,258000
3,1,1450,7850,1.5,7,1450,0,1910,122042,52.6599,-114.389,1360,257000
3,1,1100,5000,1,7,1100,0,1960,122051,52.7733,-114.473,1020,249900
3,2.5,1490,2138,2,7,1490,0,2005,122042,52.6624,-114.387,1490,237000
3,1,1790,6120,1,6,1790,0,1937,122052,52.738,-114.527,830,225000
5,4.75,6200,13873,2,11,4440,1760,1989,122029,52.835,-114.302,2940,3300000
4,3.75,4490,34982,2,12,4490,0,1998,122049,52.8706,-114.346,4470,1680000
6,3.25,3750,14150,2,9,2750,1000,1936,122007,52.9299,-114.583,2140,1250000
2,3,2330,3600,2,10,1870,460,1927,122047,52.8616,-114.472,2950,1050000
4,4.25,3250,19168,2,8,2360,890,1944,122048,52.8622,-114.393,1800,980000
6,2.25,3830,11180,1,9,2440,1390,1962,122029,52.8149,-114.303,2500,887000
6,2.5,3760,12978,1,9,2360,1400,1967,122007,52.9276,-114.571,2300,838300
3,2,1750,2640,1,8,1010,740,1914,122003,52.8719,-114.558,1750,808250
4,2.25,2130,8734,2,8,2130,0,1961,122027,52.7972,-114.351,2550,802000
3,2.5,2900,23550,1,10,1490,1410,1987,122027,52.8008,-114.343,2900,770000
4,2.5,3300,10764,1,9,1720,1580,1971,122050,52.9419,-114.555,2290,765000
4,1.75,2100,7960,1,8,1340,760,1955,122048,52.8379,-114.385,2060,735000
4,2.5,2860,6600,2,9,2860,0,2000,122019,52.8367,-114.207,2790,666500
3,2.5,3000,5000,1.5,7,2110,890,1918,122054,52.8081,-114.483,1970,666000
3,2,1940,6440,1,7,970,970,1940,122009,52.7964,-114.579,1730,651000
4,1.75,1550,7350,1.5,8,1550,0,1958,122057,52.8095,-114.425,1860,645000
3,2.75,2240,3600,2.5,7,1650,590,1901,122013,52.8544,-114.516,1716,625000
4,3,1540,4140,1.5,7,1540,0,1902,122026,52.9028,-114.586,1460,624000
5,3.5,3560,5008,2,8,2810,750,2013,122034,52.7842,-114.549,2910,616950
4,1.75,1770,9848,1,8,1370,400,1967,122029,52.8508,-114.289,2040,606150
5,1.75,2980,53578,1,9,2230,750,1976,122012,52.7208,-114.249,2860,575000
4,2.5,3010,6181,2,9,3010,0,2000,122053,52.7512,-114.382,2960,568500
5,3.5,2700,11675,1.5,6,1950,750,1948,122038,52.9472,-114.539,2160,565000
3,1.75,1480,383328,1.5,8,1480,0,1980,122055,52.9492,-114.122,1480,560000
3,2.5,2160,7584,2,8,2160,0,1988,122011,52.8051,-114.204,2160,555000
4,3,2670,5000,2,7,2670,0,1916,122064,52.8084,-114.567,2300,550000
4,3.5,3510,6005,2,8,2750,760,2010,122008,52.7468,-114.06,3090,540000
4,2.5,2710,9248,2,7,2710,0,2011,122008,52.7464,-114.065,2710,540000
3,1,1330,40259,1,7,1330,0,1977,122036,52.782,-114.08,1710,535000
3,1.75,1680,7770,1,7,1680,0,1967,122049,52.8328,-114.357,1880,530000
3,2,3080,17700,1,8,1740,1340,1965,122031,52.6995,-114.556,2100,530000
5,1.75,2140,8580,1,7,1200,940,1962,122010,52.8925,-114.368,1600,528000
4,2.25,2330,19436,2,8,2330,0,1987,122017,52.9963,-114.405,1910,527000
4,2.5,2030,39049,1,7,1530,500,1953,122031,52.6713,-114.535,2400,515000
3,1,1180,6000,1,7,1180,0,1950,122006,52.9153,-114.476,1680,507000
3,1.5,1830,217800,1,7,1010,820,1981,122045,52.8577,-114.162,2450,505000
3,2.5,1820,1545,3,8,1640,180,1998,122028,52.8823,-114.536,1440,504500
3,2.5,1610,1728,3,8,1610,0,2000,122006,52.9076,-114.508,1540,499000
3,2.25,1820,8446,2,8,1820,0,1978,122033,52.9508,-114.426,1850,469000
5,3.5,3931,9497,2,10,2650,1281,2014,122018,52.5308,-114.576,3510,450000
1,1,850,6567,1,6,850,0,1940,122062,52.557,-114.229,2160,440000
4,2.5,1540,1994,2,8,1540,0,2014,122011,52.7826,-114.189,1540,439990
3,2.25,2230,4551,1.5,8,1450,780,1928,122063,52.7378,-114.426,2060,439000
4,2.5,1970,8545,2,8,1970,0,2004,122015,52.7193,-114.328,2590,438000
3,2,1520,5040,2,7,1520,0,1977,122050,53.007,-114.552,1860,434900
3,1.75,1540,9450,1,6,1040,500,1919,122028,52.9285,-114.538,1200,433500
3,2,1300,2250,2,7,1300,0,1988,122028,52.9223,-114.522,1300,422500
3,2,1380,15426,1,7,1380,0,1968,122020,52.8251,-114.226,1380,406430
3,1,1180,7210,1,7,1180,0,1963,122033,52.9567,-114.431,1700,383001
3,1.75,1260,11224,1,7,1260,0,1947,122014,52.9744,-114.511,1570,375000
1,1,800,533610,1.5,5,800,0,1950,122024,52.6434,-114.176,1790,375000
3,1.75,1310,7811,1,7,1310,0,1976,122033,52.9619,-114.357,1530,373000
4,2.75,2610,9426,1,7,1360,1250,1965,122070,52.6735,-114.469,1600,368000
3,2.5,1484,1761,3,7,1484,0,2003,122006,52.9144,-114.507,1484,365000
3,2.75,1420,955,2,8,1160,260,2004,122011,52.7777,-114.193,1420,362000
3,2.25,1445,1087,2,7,1300,145,2005,122012,52.7639,-114.257,1410,355000
3,2.25,2470,10290,2,8,2230,240,1984,122046,52.6759,-114.314,1970,350000
3,1,1240,10800,1,7,1240,0,1959,122053,52.7533,-114.375,1810,350000
2,1.75,1030,1066,2,7,765,265,2006,122016,52.7694,-114.577,1030,335000
4,1,1400,9384,1.5,6,1400,0,1948,122034,52.7466,-114.551,1600,325000
1,1,730,1942,1,7,730,0,2009,122054,52.8243,-114.489,1020,325000
3,1,1160,9750,1,7,1160,0,1968,122037,52.9729,-114.262,1160,322500
4,2.5,2440,7093,2,7,2440,0,1999,122065,52.6117,-114.394,1860,310000
3,2,1760,6092,1,7,1760,0,1998,122065,52.6138,-114.374,2590,295000
3,1,1440,4268,1,7,1040,400,1953,122059,52.7768,-114.483,1370,285000
5,2.25,2350,13000,1,7,2350,0,1961,122063,52.7239,-114.446,1570,277554
3,1.5,1950,7620,1,7,1010,940,1956,122031,52.6894,-114.536,1850,275000
3,2.25,1650,10000,2,7,1650,0,1988,122043,52.6162,-114.505,1420,266750
4,2.25,2300,7524,2,8,2300,0,1978,122018,52.543,-114.578,2270,263850
3,2,1310,8069,1,7,1310,0,1990,122035,52.5994,-114.273,1310,240000
5,1,1920,19040,1,7,1160,760,1961,122056,52.7056,-114.484,1920,230000
3,2,1310,7332,1,7,1310,0,1987,122024,52.5897,-114.241,1530,230000
3,2,1760,9900,1,7,1760,0,1943,122031,52.7083,-114.528,1190,229000
4,1.5,1370,7944,1.5,7,1370,0,1961,122043,52.6524,-114.479,1370,219000
3,1,1220,22443,1,7,1220,0,1972,122039,52.4933,-114.435,1260,201000
1,1,720,5000,1,6,720,0,1908,122051,52.7589,-114.462,1170,185000
1,1,480,4560,1,5,480,0,1922,122008,52.7553,-114.016,890,170000
3,1,1450,6776,1,7,1450,0,1952,122063,52.7356,-114.434,1680,150000
2,1,790,6426,1,6,790,0,1944,122063,52.7233,-114.435,1380,100000
